Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Mike Schlitter (0000142011),296097,LINCOLN CHRISTIAN HOME,296097,LINCOLN CHRISTIAN HOME,Ephrata,1307 Apple St,PA,17522,"1307 Apple St Ephrata, PA 17522",1430029,40.19477,-76.197508,K,Monday/Thursday,14,23,1.642857143,6.357142857,973.9442857,13635.22,298.4785714,4178.7,272.0,0.306463702,23
Paul Carberry (0000143018),296247,ST PATRICK PARISH,296247,St Patrick Parish,Malvern,131 Channing Ave,PA,19355,"131 Channing Ave Malvern, PA 19355",1430013,40.03547,-75.51195,C,Monday/Thursday,13,19,1.461538462,3.307692308,1157.541538,15048.04,387.1946154,5033.53,251.0,0.334497383,31
Leianne Krotec (0000143021),296325,Phil Mont Christian Academy,296325,Phil Mont Christian Academy,Erdenheim,35 Hillcrest Rd,PA,19038,"35 Hillcrest Rd Erdenheim, PA 19038",1430019,40.088863,-75.179926,C,Tuesday,8,8,1.0,1.25,174.57625,1396.61,62.3225,498.58,37.5,0.356993004,0
Martin Carberry (0000142016),296618,HANOVER AREA YMCA#,296618,HANOVER AREA YMCA#,Hanover,500 George St,PA,17331,"500 George St Hanover, PA 17331",1430039,39.819155,-76.978607,L,Thursday,11,20,1.818181818,6.272727273,2067.6,22743.6,896.1763636,9857.94,187.0,0.433437978,26
Leianne Krotec (0000143021),296716,Sanctuary United Methodist Chu,296716,Sanctuary United Methodist Chu,North Wales,1346 E Prospect Ave,PA,19454,"1346 E Prospect Ave North Wales, PA 19454",1430019,40.218085,-75.261835,C,Tuesday,7,8,1.142857143,3.571428571,174.6642857,1222.65,51.80142857,362.61,31.0,0.296577107,0
David Smith (0000143023),296933,Delaware County Intermediate U,296933,Delaware County Intermediate U,Morton,200 Yale Ave,PA,19070,"200 Yale Ave Morton, PA 19070",1430001,39.906192,-75.332462,D,Monday,11,15,1.363636364,3.727272727,2954.265455,32496.92,1227.256364,13499.82,256.0,0.415418446,10
Mike Schlitter (0000142011),297010,PARADISE CONCRETE SOLUTIONS#,297010,PARADISE CONCRETE SOLUTIONS#,Ronks,2771 Lincoln Hwy E,PA,17572,"2771 Lincoln Hwy E Ronks, PA 17572",1430021,40.017644,-76.166921,J,Monday,8,10,1.25,1.75,220.36875,1762.95,101.0625,808.5,22.0,0.458606313,0
Leianne Krotec (0000143021),297316,CALVARY CHURCH,297316,CALVARY CHURCH,Souderton,820 Route 113,PA,18964,"820 Route 113 Souderton, PA 18964",1430015,40.324551,-75.298707,E,Tuesday/Friday,13,18,1.384615385,3.538461538,586.7876923,7628.24,211.9823077,2755.77,160.0,0.361258954,15
Robert Diller (0000142017),297630,KEPIRO COMPANY INC,297630,KEPIRO COMPANY INC,Willow Street,2850 WILLOW STREET PIKE SUITE B,PA,17584,"2850 WILLOW STREET PIKE SUITE B Willow Street, PA 17584",1430021,39.974576,-76.275037,J,Monday,13,15,1.153846154,2.076923077,153.8238462,1999.71,47.44,616.72,48.0,0.308404719,21
Paul Carberry (0000143018),297728,Bible Baptist Church,297728,Bible Baptist Church,West Chester,1237 Paoli Pike,PA,19380,"1237 Paoli Pike West Chester, PA 19380",1430002,39.981588,-75.569515,C,Friday,13,20,1.538461538,5.384615385,779.72,10136.36,304.8061538,3962.48,150.0,0.39091745,34
Mike Schlitter (0000142011),297875,SUMMIT INTERNATIONAL SCHOOL,297875,SUMMIT INTERNATIONAL SCHOOL,Grantville,74 Harrison School Rd,PA,17028,"74 Harrison School Rd Grantville, PA 17028",1430032,40.4127,-76.600314,P,Tuesday,12,18,1.5,4.75,1368.906667,16426.88,638.635,7663.62,285.0,0.46652925,33
Mike Schlitter (0000142011),298530,ATOMIC DESIGN INC#,298530,ATOMIC DESIGN INC#,Lititz,10 Wynfield Dr,PA,17543,"10 Wynfield Dr Lititz, PA 17543",1430024,40.168465,-76.31135,J,Monday/Thursday,6,6,1.0,3.166666667,294.6083333,1767.65,86.24166667,517.45,50.0,0.29273329,36
Leianne Krotec (0000143021),298872,Peter Becker Community,298872,Peter Becker Community,Harleysville,800 Maple Ave,PA,19438,"800 Maple Ave Harleysville, PA 19438",1430015,40.288925,-75.375712,E,Tuesday/Friday,9,11,1.222222222,4.777777778,1320.938889,11888.45,434.1944444,3907.75,77.0,0.328701387,33
Nick Misciagno (0000143017),299033,Kendall Electric,299033,Kendall Electric,CONSHOHOCKEN,15 Colwell Ln,PA,19428,"15 Colwell Ln CONSHOHOCKEN, PA 19428",1430013,40.079589,-75.310718,C,Monday/Thursday,11,11,1.0,2.363636364,738.1872727,8120.06,222.1827273,2444.01,133.0,0.300984229,34
Chuck Lutes (0000143024),299233,Pine Run Health Center,299233,Pine Run Health Center,Doylestown,777 Ferry Rd,PA,18901,"777 Ferry Rd Doylestown, PA 18901",1430003,40.31585,-75.17526,A,Tuesday,11,11,1.0,1.909090909,546.9718182,6016.69,169.4045455,1863.45,146.0,0.30971348,8
Nick Misciagno (0000143017),299777,Haverford College,299777,Haverford College,HAVERFORD,370 W LANCASTER AVE,PA,19041,"370 W LANCASTER AVE HAVERFORD, PA 19041",1430002,40.011754,-75.299429,C,Friday,14,22,1.571428571,4.5,1480.111429,20721.56,514.2935714,7200.11,414.0,0.347469496,3
Matthew Morris (0000142013),299785,CONESTOGA CHRISTIAN SCHOOL#,299785,CONESTOGA CHRISTIAN SCHOOL#,Morgantown,2760 Main St,PA,19543,"2760 Main St Morgantown, PA 19543",1430027,40.148996,-75.907288,K,Tuesday,25,31,1.24,4.88,757.3,18932.5,297.4996,7437.49,357.0,0.392842467,34
Tom McKevitt (0000143010),299906,Roseto Borough,299906,Roseto Borough,Roseto,164 Garibaldi Ave,PA,18013,"164 Garibaldi Ave Roseto, PA 18013",1430014,40.87866,-75.214595,E,Tuesday,6,6,1.0,1.5,135.285,811.71,52.68833333,316.13,13.0,0.389461754,21
Bob Carberry (0000143011),300554,Stone Hill Church of Princeton,300554,Stone Hill Church of Princeton,Princeton,1025 Bunn Dr,NJ,8540,"1025 Bunn Dr Princeton, NJ 08540",1430005,40.383236,-74.647844,A,Wednesday,17,25,1.470588235,4.352941176,370.2223529,6293.78,136.5611765,2321.54,117.0,0.368862591,24
Mike Schlitter (0000142011),300735,KEYSTONE CHURCH,300735,KEYSTONE CHURCH,Paradise,6 Pequea Dr,PA,17562,"6 Pequea Dr Paradise, PA 17562",1430021,40.00508,-76.102467,J,Monday,9,10,1.111111111,3.0,437.0111111,3933.1,155.5888889,1400.3,67.0,0.356029595,24
Open S. NJ (0000143012),302687,Bishop McHugh Regional Catholi,302687,Bishop McHugh Regional Catholi,Cape May Court House,2221 Route 9 N,NJ,8210,"2221 Route 9 N Cape May Court House, NJ 08210",1430010,39.163859,-74.75338,E,Thursday,11,13,1.181818182,3.545454545,524.4936364,5769.43,199.3909091,2193.3,85.0,0.380158872,8
Paul Carberry (0000143018),303635,Misko Inc.,303635,Misko Inc.,EXTON,171 Philips Rd,PA,19341,"171 Philips Rd EXTON, PA 19341",1430013,40.061514,-75.642669,C,Monday/Thursday,6,8,1.333333333,2.833333333,734.23,4405.38,254.1383333,1524.83,71.0,0.346129051,34
Matthew Morris (0000142013),303746,EXETER BIBLE CHURCH,303746,EXETER BIBLE CHURCH,Birdsboro,926 Philadelphia Ter,PA,19508,"926 Philadelphia Ter Birdsboro, PA 19508",1430016,40.285728,-75.817103,C,Wednesday,8,10,1.25,1.875,440.37375,3522.99,169.66875,1357.35,100.0,0.385283523,24
Matthew Morris (0000142013),303872,HICKORY HOUSE NURSING HOME#,303872,HICKORY HOUSE NURSING HOME#,Honey Brook,3120 Horseshoe Pike,PA,19344,"3120 Horseshoe Pike Honey Brook, PA 19344",1430021,40.077731,-75.86446,J,Monday,13,22,1.692307692,4.076923077,796.0123077,10348.16,343.1223077,4460.59,307.0,0.431051511,34
Chuck Lutes (0000143024),304821,Horsham Athletic Club LLC,304821,Horsham Athletic Club LLC,Horsham,400 Horsham Rd,PA,19044,"400 Horsham Rd Horsham, PA 19044",1430004,40.183831,-75.136796,A,Friday,8,8,1.0,1.0,1011.06875,8088.55,374.28125,2994.25,63.0,0.370183778,23
Tom McKevitt (0000143010),305232,Sweetbriar Restaurant,305232,Sweetbriar Restaurant,Ambler,11 Lindenwold Ave,PA,19002,"11 Lindenwold Ave Ambler, PA 19002",1430013,40.155794,-75.214309,C,Monday/Thursday,7,7,1.0,2.428571429,340.4957143,2383.47,137.6314286,963.42,29.0,0.404208989,36
David Smith (0000143023),305532,Newark Charter Jr High Campus,305532,Newark Charter Jr High Campus,Newark,1089 Elkton Rd,DE,19711,"1089 Elkton Rd Newark, DE 19711",1430007,39.65978,-75.77838,D,Friday,25,40,1.6,4.68,1008.3552,25208.88,291.8556,7296.39,820.0,0.289437294,23
David Smith (0000143023),305533,Newark Charter High Campus,305533,Newark Charter High Campus,Newark,200 McIntire Dr,DE,19711,"200 McIntire Dr Newark, DE 19711",1430007,39.65315,-75.787725,D,Friday,27,46,1.703703704,5.814814815,1130.472963,30522.77,307.797037,8310.52,858.0,0.272272798,31
David Smith (0000143023),306315,Bright New Scholars Academy,306315,Bright New Scholars Academy,Newark,355 Corporate Blvd,DE,19702,"355 Corporate Blvd Newark, DE 19702",1430007,39.61596,-75.755594,D,Friday,6,6,1.0,3.5,470.285,2821.71,131.4366667,788.62,55.0,0.279483009,8
Brad Miller (0000142022),306344,ADCOCK BROTHERS SERVICE CENTER,306344,ADCOCK BROTHERS SERVICE CENTER,Manheim,14 Anthony Dr,PA,17545,"14 Anthony Dr Manheim, PA 17545",1430035,40.140966,-76.381368,P,Tuesday/Friday,6,6,1.0,2.166666667,492.7433333,2956.46,180.7466667,1084.48,39.0,0.366817072,8
Robert Diller (0000142017),306450,ROCK LITITZ STUDIO,306450,ROCK LITITZ STUDIO,Lititz,100 Rock Lititz Blvd,PA,17543,"100 Rock Lititz Blvd Lititz, PA 17543",1430024,40.173533,-76.312708,J,Monday/Thursday,18,27,1.5,3.777777778,724.4572222,13040.23,219.3061111,3947.51,433.0,0.30271782,34
Brad Miller (0000142022),306550,ENGEL MACHINERY INC#,306550,ENGEL MACHINERY INC#,York,3740 Board Rd,PA,17406,"3740 Board Rd York, PA 17406",1430040,40.0372,-76.739626,L,Tuesday/Friday,7,7,1.0,1.285714286,420.5085714,2943.56,119.1757143,834.23,63.0,0.283408526,24
Tom McKevitt (0000143010),306637,BIOSPECTRA INC,306637,Biospectra Inc,Bangor,100 Majestic Way,PA,18013,"100 Majestic Way Bangor, PA 18013",1430015,40.855868,-75.20077,E,Tuesday/Friday,10,12,1.2,1.8,654.619,6546.19,215.615,2156.15,62.0,0.329374797,15
Brad Miller (0000142022),306764,MARGARET E MOUL HOME,306764,MARGARET E MOUL HOME,York,2050 Barley Rd,PA,17408,"2050 Barley Rd York, PA 17408",1430040,39.97666,-76.781199,L,Tuesday/Friday,17,18,1.058823529,2.941176471,670.3376471,11395.74,124.0541176,2108.92,91.0,0.185062137,15
Martin Carberry (0000142016),306782,DALLASTOWN NURSING CENTER,306782,DALLASTOWN NURSING CENTER,DALLASTOWN,623 E MAIN ST,PA,17313,"623 E MAIN ST DALLASTOWN, PA 17313",1430040,39.899007,-76.62819,L,Tuesday/Friday,23,29,1.260869565,6.913043478,728.5404348,16756.43,229.8926087,5287.53,329.0,0.315552298,34
Mike Schlitter (0000142011),307286,MOORES LAUNDROMAT V,307286,MOORES LAUNDROMAT V,Lititz,205 E 6th St,PA,17543,"205 E 6th St Lititz, PA 17543",1430024,40.145899,-76.298991,J,Monday/Thursday,6,8,1.333333333,3.666666667,563.2766667,3379.66,199.55,1197.3,33.0,0.354266405,8
Tom McKevitt (0000143010),307689,St Huberts High School,307689,St Huberts High School,Philadelphia,7320 Torresdale Ave,PA,19136,"7320 Torresdale Ave Philadelphia, PA 19136",1430009,40.030893,-75.034557,E,Monday,12,29,2.416666667,5.666666667,2242.64,26911.68,757.3858333,9088.63,818.0,0.337720648,11
Bob Carberry (0000143011),307799,South Brunswick School Distric,307799,South Brunswick School Distric,Monmouth Junction,4 Executive Dr,NJ,8852,"4 Executive Dr Monmouth Junction, NJ 08852",1430005,40.414785,-74.533819,A,Wednesday,16,31,1.9375,4.3125,5950.763125,95212.21,2461.373125,39381.97,3181.0,0.413623106,35
Paul Carberry (0000143018),307803,Renaissance Academy Charter Sc,307803,Renaissance Academy Charter Sc,Phoenixville,413 Fairview St,PA,19460,"413 Fairview St Phoenixville, PA 19460",1430016,40.141263,-75.522552,C,Wednesday,8,8,1.0,1.625,2081.99,16655.92,794.36625,6354.93,257.0,0.381541818,26
Leianne Krotec (0000143021),308434,St Eleanor Catholic Church,308434,St Eleanor Catholic Church,Collegeville,647 Locust St,PA,19426,"647 Locust St Collegeville, PA 19426",1430016,40.186391,-75.463662,C,Wednesday,14,18,1.285714286,2.5,415.5228571,5817.32,108.6592857,1521.23,132.0,0.261500141,24
Pete Annick (0000142010),308948,TODDS PRO CLEAN#,308948,TODDS PRO CLEAN#,Pequea,26 Lake Aldred Ter,PA,17565,"26 Lake Aldred Ter Pequea, PA 17565",1430022,39.88511,-76.36787,J,Tuesday,7,9,1.285714286,3.285714286,158.1642857,1107.15,73.14571429,512.02,32.0,0.462466694,21
Brad Miller (0000142022),309100,LANC COUNTY FOOD HUB#,309100,LANC COUNTY FOOD HUB#,Lancaster,812 N Queen St,PA,17603,"812 N Queen St Lancaster, PA 17603",1430025,40.050115,-76.308706,J,Tuesday/Friday,11,11,1.0,1.181818182,125.1045455,1376.15,46.71727273,513.89,32.0,0.373425862,21
Nick Misciagno (0000143017),309392,Holy Child School At Rosemont,309392,Holy Child School At Rosemont,Bryn Mawr,1344 MONTGOMERY AVE,PA,19010,"1344 MONTGOMERY AVE Bryn Mawr, PA 19010",1430002,40.031834,-75.326818,C,Friday,14,19,1.357142857,5.142857143,1125.999286,15763.99,300.7364286,4210.31,330.0,0.267084031,31
Robert Diller (0000142017),310041,LANCASTER ENTERTAINMENT PARTNE,310041,LANCASTER ENTERTAINMENT PARTNE,Lancaster,1170 Garfield Ave,PA,17601,"1170 Garfield Ave Lancaster, PA 17601",1430025,40.057926,-76.320067,J,Tuesday/Friday,42,61,1.452380952,4.404761905,416.805,17505.81,161.7271429,6792.54,518.0,0.388016321,24
Pete Annick (0000142010),311031,CC ST JOHNS UNITED CHURCH OF C,311031,CC ST JOHNS UNITED CHURCH OF C,Denver,659 S 4th St,PA,17517,"659 S 4th St Denver, PA 17517",1430030,40.227425,-76.145609,K,Tuesday/Friday,7,9,1.285714286,4.857142857,804.6728571,5632.71,289.4157143,2025.91,104.0,0.359668792,34
Paul Carberry (0000143018),311144,ABC123 Early Learning Center,311144,ABC123 Early Learning Center,Phoenixville,2280 KIMBERTON RD,PA,19460,"2280 KIMBERTON RD Phoenixville, PA 19460",1430016,40.131014,-75.56631,C,Wednesday,10,14,1.4,4.0,583.432,5834.32,225.983,2259.83,336.0,0.387333914,15
Leianne Krotec (0000143021),312114,Transcend Facility Management,312114,Transcend Facility Management,EXTON,479 THOMAS JONES WAY,PA,19341,"479 THOMAS JONES WAY EXTON, PA 19341",1430013,40.020604,-75.651256,C,Monday/Thursday,11,13,1.181818182,2.454545455,397.23,4369.53,95.20090909,1047.21,94.0,0.239661932,24
Chuck Lutes (0000143024),313002,Solebury School,313002,Solebury School,New Hope,6832 Phillips Mill Rd,PA,18938,"6832 Phillips Mill Rd New Hope, PA 18938",1430003,40.380089,-74.989949,A,Tuesday,8,10,1.25,3.125,412.215,3297.72,145.3275,1162.62,123.0,0.352552673,24
Tom McKevitt (0000143010),313100,First Church of Our Lord Jesus,313100,First Church of Our Lord Jesus,Philadelphia,5105 N 5TH ST,PA,19120,"5105 N 5TH ST Philadelphia, PA 19120",1430009,40.028991,-75.131842,E,Monday,11,14,1.272727273,5.363636364,849.7809091,9347.59,330.3390909,3633.73,239.0,0.388734422,6
Chuck Lutes (0000143024),313176,St Mary Rehabilitation Hospita,313176,St Mary Rehabilitation Hospita,Langhorne,1208 Langhorne Newtown Rd,PA,19047,"1208 Langhorne Newtown Rd Langhorne, PA 19047",1430003,40.200589,-74.932329,A,Tuesday,7,9,1.285714286,2.571428571,557.32,3901.24,222.5457143,1557.82,38.0,0.399314064,8
Matthew Morris (0000142013),313451,FLEETWOOD BIBLE CHURCH,313451,FLEETWOOD BIBLE CHURCH,Fleetwood,2847 Moselem Springs Rd,PA,19522,"2847 Moselem Springs Rd Fleetwood, PA 19522",1430029,40.462226,-75.819533,K,Monday/Thursday,8,9,1.125,1.875,310.195,2481.56,109.665,877.32,34.0,0.353535679,36
Delaware Valley Office (0000143001),315018,Maddie Colon,315018,Maddie Colon,Philadelphia,1330 Magee Ave,PA,19111,"1330 Magee Ave Philadelphia, PA 19111",1430009,40.043213,-75.07781,E,Monday,12,12,1.0,1.416666667,35.86916667,430.43,-0.195,-2.34,23.0,-0.005436424,28
Lancaster Office (0000142002),317087,JESSIS CLEANING SERVICE,317087,JESSIS CLEANING SERVICE,Lancaster,1636 Santa Barbara Dr,PA,17601,"1636 Santa Barbara Dr Lancaster, PA 17601",1430024,40.069573,-76.304691,J,Monday/Thursday,19,19,1.0,1.578947368,250.0694737,4751.32,99.43526316,1889.27,66.0,0.397630553,36
John Carberry (0000143015),317447,Galloway Township Municipal,317447,Galloway Township Municipal,Galloway,300 E Jimmie Leeds Rd,NJ,8205,"300 E Jimmie Leeds Rd Galloway, NJ 08205",1430012,39.464634,-74.499216,E,Wednesday,10,15,1.5,5.4,1473.007,14730.07,411.12,4111.2,460.0,0.279102543,3
Matthew Morris (0000142013),318492,PHYTOGENX INC,318492,PHYTOGENX INC,Morgantown,35 Thousand Oaks Blvd,PA,19543,"35 Thousand Oaks Blvd Morgantown, PA 19543",1430027,40.163792,-75.873322,K,Tuesday,14,15,1.071428571,1.571428571,665.7535714,9320.55,258.57,3619.98,37.0,0.388386951,15
Mike Schlitter (0000142011),318590,ABC FACILITY SERVICES INC#,318590,ABC FACILITY SERVICES INC#,Avondale,5 Greenview Ln,PA,19311,"5 Greenview Ln Avondale, PA 19311",1430007,39.813675,-75.7345,D,Friday,7,7,1.0,1.0,195.1028571,1365.72,68.28714286,478.01,13.0,0.350005858,0
Chuck Lutes (0000143024),318760,Chandler Hall,318760,Chandler Hall,Newtown,99 BARCLAY ST,PA,18940,"99 BARCLAY ST Newtown, PA 18940",1430003,40.221387,-74.939626,A,Tuesday,10,13,1.3,2.8,773.921,7739.21,213.711,2137.11,112.0,0.276140588,34
Martin Carberry (0000142016),319928,YB WELDING INC,319928,YB WELDING INC,Chambersburg,990 Progress Rd,PA,17201,"990 Progress Rd Chambersburg, PA 17201",1430036,39.920952,-77.667519,L,Monday,7,8,1.142857143,2.142857143,415.3742857,2907.62,141.2371429,988.66,50.0,0.3400238,24
Nick Misciagno (0000143017),319931,Audi of Devon,319931,Audi of Devon,Devon,222 W Lancaster Ave,PA,19333,"222 W Lancaster Ave Devon, PA 19333",1430002,40.044399,-75.425316,C,Friday,11,11,1.0,2.545454545,319.7709091,3517.48,76.56090909,842.17,74.0,0.239424247,36
Tom McKevitt (0000143010),320010,Gwynedd Mercy Academy Elementa,320010,Gwynedd Mercy Academy Elementa,Ambler,816 Norristown Rd,PA,19002,"816 Norristown Rd Ambler, PA 19002",1430019,40.18446,-75.22562,C,Tuesday,8,8,1.0,1.75,78.205,625.64,37.34625,298.77,40.0,0.477542996,28
Brad Miller (0000142022),320822,Artsana USA INC,320822,Artsana USA INC,Lancaster,1826 William Penn Way,PA,17601,"1826 William Penn Way Lancaster, PA 17601",1430024,40.047501,-76.24124,J,Monday/Thursday,9,9,1.0,3.222222222,442.1533333,3979.38,136.3988889,1227.59,95.0,0.308487754,24
Pete Annick (0000142010),321198,Paramount SR Living at Maytown,321198,Paramount SR Living at Maytown,Maytown,2760 Maytown Rd,PA,17550,"2760 Maytown Rd Maytown, PA 17550",1430022,40.079864,-76.583091,J,Tuesday,14,24,1.714285714,4.714285714,533.7107143,7471.95,192.54,2695.56,203.0,0.360757232,8
Matthew Morris (0000142013),321216,The Bottom Line,321216,The Bottom Line,Allentown,7220 Windsor Dr,PA,18106,"7220 Windsor Dr Allentown, PA 18106",1430015,40.58291,-75.612475,E,Tuesday/Friday,7,7,1.0,5.0,1052.782857,7369.48,388.59,2720.13,144.0,0.369107454,37
Open S. NJ (0000143012),322072,Matteras Liquors Canals,322072,Matteras Liquors Canals,Rio Grande,1613 Route 47,NJ,8242,"1613 Route 47 Rio Grande, NJ 08242",1430010,39.010974,-74.871165,E,Thursday,6,7,1.166666667,2.0,545.9566667,3275.74,156.8533333,941.12,57.0,0.287299969,8
Paul Carberry (0000143018),322083,Calvary Chapel of Delaware Cou,322083,Calvary Chapel of Delaware Cou,Chadds Ford,500 Brandywine Dr,PA,19317,"500 Brandywine Dr Chadds Ford, PA 19317",1430001,39.882412,-75.555278,D,Monday,10,20,2.0,7.9,1710.735,17107.35,588.086,5880.86,661.0,0.343762184,22
Paul Carberry (0000143018),322474,Fox & Roach,322474,Fox & Roach,HAVERFORD,338 W Lancaster Ave,PA,19041,"338 W Lancaster Ave HAVERFORD, PA 19041",1430002,40.01139,-75.29818,C,Friday,7,8,1.142857143,2.571428571,163.6371429,1145.46,57.37428571,401.62,18.0,0.350618965,21
Robert Diller (0000142017),323231,Rock Lititz Pod 2#,323231,Rock Lititz Pod 2#,Lititz,201 Rock Lititz Blvd,PA,17543,"201 Rock Lititz Blvd Lititz, PA 17543",1430024,40.17538,-76.31323,J,Monday/Thursday,11,17,1.545454545,5.181818182,548.9518182,6038.47,155.9545455,1715.5,175.0,0.284095143,8
Paul Carberry (0000143018),323329,CHRIST COMMUNITY CHURCH,323329,CHRIST COMMUNITY CHURCH,West Chester,1190 Phoenixville Pike,PA,19380,"1190 Phoenixville Pike West Chester, PA 19380",1430013,39.993593,-75.595584,C,Monday/Thursday,13,18,1.384615385,4.923076923,621.7746154,8083.07,203.5238462,2645.81,192.0,0.327327364,15
Bob Carberry (0000143011),323792,Golden Paws Pet Resort & Spa,323792,Golden Paws Pet Resort & Spa,Robbinsville,8 Sharon Rd,NJ,8691,"8 Sharon Rd Robbinsville, NJ 08691",1430005,40.216275,-74.617227,A,Wednesday,14,19,1.357142857,2.5,755.0592857,10570.83,296.2192857,4147.07,111.0,0.392312619,34
Rutters (0000142020),324316,RUTTERS FARM STORES #77,324316,RUTTERS FARM STORES #77,Duncannon,77 BENVENUE RD,PA,17020,"77 BENVENUE RD Duncannon, PA 17020",1430038,40.415042,-77.012775,L,Wednesday,54,62,1.148148148,11.31481481,591.4618519,31938.94,130.4601852,7044.85,1285.0,0.220572442,15
Matthew Morris (0000142013),324955,Suburban Testing Labs Inc.#,324955,Suburban Testing Labs Inc.#,Reading,1037F Macarthur Rd,PA,19605,"1037F Macarthur Rd Reading, PA 19605",1430029,40.37865,-75.974696,K,Monday/Thursday,11,14,1.272727273,4.454545455,837.7127273,9214.84,295.2254545,3247.48,258.0,0.35241849,6
Open S. NJ (0000143012),325343,NJ Veterans Home at Vineland,325343,NJ Veterans Home at Vineland,Vineland,524 N West Blvd,NJ,8360,"524 N West Blvd Vineland, NJ 08360",1430010,39.495069,-75.027649,E,Thursday,14,14,1.0,1.642857143,1243.903571,17414.65,379.5114286,5313.16,211.0,0.305097145,12
Paul Carberry (0000143018),325399,Advent Lutheran Church,325399,ADVENT LUTHERAN CHURCH,West Chester,1601 Green Ln,PA,19382,"1601 Green Ln West Chester, PA 19382",1430002,39.962823,-75.519326,C,Friday,6,8,1.333333333,3.0,521.3583333,3128.15,197.9116667,1187.47,49.0,0.379607755,8
Pete Annick (0000142010),325982,MASONIC VILLAGE MED LANDSCAPE#,325982,MASONIC VILLAGE MED LANDSCAPE#,ELIZABETHTOWN,137 Pump House Ln,PA,17022,"137 Pump House Ln ELIZABETHTOWN, PA 17022",1430034,40.13257,-76.62541,P,Monday/Thursday,12,12,1.0,2.666666667,144.8241667,1737.89,30.6,367.2,48.0,0.211290703,21
